item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,2447064534645,2447064534645,2447064534645,2447064535301,2447064535343,2447064536223,2447064536223,0,656,880,1578
1,1,1,2447064534906,2447064534906,2447064534906,2447064535509,2447064535539,2447064537220,2447064537220,0,603,1681,2314
2,2,1,2447064534926,2447064534926,2447064534926,2447064535700,2447064535729,2447064538032,2447064538032,0,774,2303,3106
3,3,1,2447064534950,2447064534950,2447064534950,2447064535888,2447064535910,2447064538867,2447064538867,0,938,2957,3917
4,0,1,2447064536224,2447064536224,2447064536224,2447064536566,2447064536587,2447064539695,2447064539695,0,342,3108,3471
5,1,1,2447064537220,2447064537220,2447064537220,2447064537559,2447064537581,2447064540488,2447064540488,0,339,2907,3268
6,2,1,2447064538032,2447064538032,2447064538032,2447064538689,2447064538711,2447064541503,2447064541503,0,657,2792,3471
7,3,1,2447064538868,2447064538868,2447064538868,2447064539205,2447064539226,2447064542334,2447064542334,0,337,3108,3466
8,0,1,2447064539695,2447064539695,2447064539695,2447064539998,2447064540020,2447064543161,2447064543161,0,303,3141,3466
9,1,1,2447064540488,2447064540488,2447064540488,2447064540845,2447064540876,2447064543989,2447064543989,0,357,3113,3501
10,2,1,2447064541503,2447064541503,2447064541503,2447064541843,2447064541864,2447064544969,2447064544969,0,340,3105,3466
11,3,1,2447064542334,2447064542335,2447064542335,2447064542671,2447064542692,2447064545774,2447064545774,1,336,3082,3439
12,0,1,2447064543161,2447064543161,2447064543161,2447064543499,2447064543520,2447064546755,2447064546755,0,338,3235,3594
13,1,1,2447064543989,2447064543989,2447064543989,2447064544324,2447064544345,2447064547549,2447064547549,0,335,3204,3560
14,2,1,2447064544969,2447064544969,2447064544969,2447064545283,2447064545304,2447064548386,2447064548387,0,314,3082,3417
15,3,1,2447064545774,2447064545774,2447064545774,2447064546111,2447064546132,2447064549347,2447064549347,0,337,3215,3573
16,0,1,2447064546755,2447064546756,2447064546756,2447064547091,2447064547111,2447064550175,2447064550176,1,335,3064,3419
17,1,1,2447064547549,2447064547549,2447064547549,2447064547898,2447064547918,2447064551182,2447064551182,0,349,3264,3633
18,2,1,2447064548387,2447064548387,2447064548387,2447064548723,2447064548742,2447064552123,2447064552123,0,336,3381,3736
19,3,1,2447064549348,2447064549348,2447064549348,2447064549687,2447064549707,2447064552948,2447064552948,0,339,3241,3600
20,0,1,2447064550176,2447064550176,2447064550176,2447064550530,2447064550558,2447064553923,2447064553923,0,354,3365,3747
21,1,1,2447064551182,2447064551182,2447064551182,2447064551479,2447064551499,2447064554907,2447064554907,0,297,3408,3725
22,2,1,2447064552123,2447064552123,2447064552123,2447064552460,2447064552480,2447064555722,2447064555722,0,337,3242,3599
23,3,1,2447064552948,2447064552948,2447064552948,2447064553285,2447064553304,2447064556703,2447064556703,0,337,3399,3755
24,0,1,2447064553924,2447064553924,2447064553924,2447064554260,2447064554282,2447064557549,2447064557549,0,336,3267,3625
25,1,1,2447064554907,2447064554907,2447064554907,2447064555244,2447064555264,2447064558344,2447064558344,0,337,3080,3437
26,2,1,2447064555722,2447064555722,2447064555722,2447064556058,2447064556078,2447064559329,2447064559329,0,336,3251,3607
27,3,1,2447064556703,2447064556703,2447064556703,2447064557038,2447064557058,2447064560299,2447064560299,0,335,3241,3596
28,0,1,2447064557549,2447064557549,2447064557549,2447064557853,2447064557873,2447064561159,2447064561159,0,304,3286,3610
29,1,1,2447064558344,2447064558344,2447064558344,2447064558683,2447064558703,2447064562149,2447064562149,0,339,3446,3805
30,2,1,2447064559330,2447064559330,2447064559330,2447064559668,2447064559688,2447064562989,2447064562989,0,338,3301,3659
31,3,1,2447064560299,2447064560299,2447064560299,2447064560657,2447064560686,2447064563931,2447064563931,0,358,3245,3632
32,0,1,2447064561159,2447064561159,2447064561159,2447064561503,2447064561522,2447064564915,2447064564915,0,344,3393,3756
33,1,1,2447064562149,2447064562149,2447064562149,2447064562499,2447064562519,2447064565725,2447064565725,0,350,3206,3576
34,2,1,2447064562989,2447064562989,2447064562989,2447064563441,2447064563461,2447064566692,2447064566692,0,452,3231,3703
35,3,1,2447064563931,2447064563931,2447064563931,2447064564269,2447064564289,2447064567659,2447064567659,0,338,3370,3728
36,0,1,2447064564915,2447064564915,2447064564915,2447064565237,2447064565254,2447064568312,2447064568312,0,322,3058,3397
